N,P,K,temperature,humidity,ph,rainfall,soil_type,season,district,irrigation,label
86,48,52,20.7,49.8,6.96,218.38,Loamy Soil,Rabi,Anand,Medium,Wheat
82,54,41,34.28,66.75,6.3,750.32,Alluvial Soil,Kharif,Vadodara,High,Cotton
39,46,39,23.95,42.86,6.77,162.46,Black Soil,Rabi,Junagadh,Low,Gram
24,24,27,30.18,51.71,5.54,371.97,Loamy Soil,Kharif,Rajkot,Low,Sesame
32,49,33,29.75,72.46,6.07,639.32,Black Soil,Kharif,Jamnagar,Medium,Groundnut
91,37,38,21.12,46.73,6.79,163.6,Clay Soil,Rabi,Mehsana,Medium,Wheat
35,24,22,30.51,49.06,7.49,459.41,Sandy Soil,Kharif,Rajkot,Low,Sesame
30,20,22,32.34,50.11,7.33,376.09,Loamy Soil,Kharif,Amreli,Low,Sesame
91,49,49,21.43,49.6,6.62,185.55,Alluvial Soil,Rabi,Rajkot,Medium,Wheat
65,45,34,19.09,51.64,7.0,176.1,Alluvial Soil,Rabi,Mehsana,Low,Mustard
31,28,31,19.87,38.66,6.27,121.17,Sandy Soil,Rabi,Banaskantha,Low,Cumin
41,42,34,27.27,71.24,5.74,696.31,Loamy Soil,Kharif,Jamnagar,Medium,Groundnut
75,52,49,22.54,68.22,5.88,904.79,Alluvial Soil,Kharif,Mehsana,High,Maize
51,39,35,31.41,45.04,7.15,221.51,Sandy Soil,Kharif,Banaskantha,Low,Bajra
40,40,30,26.12,72.69,7.03,595.14,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
76,48,41,29.36,69.2,7.13,861.95,Red Soil,Kharif,Vadodara,High,Maize
60,46,36,15.11,57.37,5.55,192.15,Sandy Soil,Rabi,Banaskantha,Low,Mustard
31,19,34,27.96,52.53,6.86,369.8,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
33,34,21,25.12,31.28,5.82,141.39,Alluvial Soil,Rabi,Kutch,Low,Cumin
51,39,31,19.0,51.23,6.48,182.07,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
37,24,20,32.61,50.69,6.34,393.59,Sandy Soil,Kharif,Rajkot,Low,Sesame
53,35,39,16.19,53.9,6.34,180.85,Sandy Soil,Rabi,Mehsana,Low,Mustard
33,31,19,31.39,47.56,6.98,401.19,Loamy Soil,Kharif,Bhavnagar,Low,Sesame
57,38,30,30.99,52.47,6.13,472.6,Alluvial Soil,Kharif,Rajkot,Low,Castor
47,38,27,34.55,39.34,6.55,258.51,Loamy Soil,Kharif,Kutch,Low,Bajra
30,20,25,30.73,50.39,6.64,425.32,Alluvial Soil,Kharif,Junagadh,Low,Sesame
96,41,42,21.69,50.4,6.6,125.45,Loamy Soil,Rabi,Mehsana,Medium,Wheat
34,26,26,30.55,46.46,6.45,442.33,Sandy Soil,Kharif,Bhavnagar,Low,Sesame
44,48,39,26.95,74.23,6.36,709.52,Loamy Soil,Kharif,Junagadh,Medium,Groundnut
41,46,37,27.11,70.36,5.91,659.15,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
74,38,43,22.24,45.37,6.4,182.12,Clay Soil,Rabi,Banaskantha,Medium,Wheat
35,47,37,26.01,72.08,6.64,644.9,Black Soil,Kharif,Junagadh,Medium,Groundnut
58,30,22,29.04,52.55,6.09,522.25,Alluvial Soil,Kharif,Rajkot,Low,Castor
55,39,43,19.56,55.6,6.24,172.44,Loamy Soil,Rabi,Mehsana,Low,Mustard
31,48,36,21.84,45.79,6.17,121.8,Loamy Soil,Rabi,Rajkot,Low,Gram
51,36,35,16.19,49.62,6.0,167.24,Alluvial Soil,Rabi,Banaskantha,Low,Mustard
93,48,43,31.48,62.88,6.6,824.02,Alluvial Soil,Kharif,Surat,High,Cotton
34,22,24,31.38,47.48,6.63,437.3,Loamy Soil,Kharif,Amreli,Low,Sesame
35,54,42,22.12,45.43,6.27,216.71,Loamy Soil,Rabi,Rajkot,Low,Gram
66,35,27,18.49,52.31,6.93,123.7,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
35,48,34,21.41,39.13,5.75,208.99,Loamy Soil,Rabi,Vadodara,Low,Gram
90,47,39,29.84,66.19,6.32,920.4,Alluvial Soil,Kharif,Ahmedabad,High,Maize
23,20,21,29.01,49.98,6.24,398.42,Loamy Soil,Kharif,Rajkot,Low,Sesame
100,42,49,26.52,71.9,6.34,853.16,Red Soil,Kharif,Ahmedabad,High,Maize
44,50,31,19.42,48.0,6.83,171.79,Clay Soil,Rabi,Vadodara,Low,Gram
39,40,37,25.49,71.68,6.48,650.8,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
105,59,55,31.52,60.58,6.29,817.35,Black Soil,Kharif,Jamnagar,High,Cotton
38,35,26,28.29,48.49,7.43,415.13,Sandy Soil,Kharif,Kutch,Low,Sesame
43,37,27,30.08,60.8,5.66,565.89,Loamy Soil,Kharif,Banaskantha,Low,Castor
33,32,26,27.17,44.06,6.26,418.4,Sandy Soil,Kharif,Junagadh,Low,Sesame
37,49,37,23.09,39.76,7.68,176.69,Clay Soil,Rabi,Ahmedabad,Low,Gram
23,44,43,22.65,35.75,6.53,220.07,Black Soil,Rabi,Jamnagar,Low,Gram
97,41,44,30.61,62.97,6.43,863.85,Alluvial Soil,Kharif,Junagadh,Medium,Cotton
80,46,42,26.62,68.69,5.85,792.13,Alluvial Soil,Kharif,Vadodara,High,Maize
82,40,48,17.88,46.7,7.01,188.24,Loamy Soil,Rabi,Mehsana,Medium,Wheat
80,56,38,27.01,75.12,6.16,970.27,Red Soil,Kharif,Ahmedabad,High,Maize
93,57,42,31.85,66.68,6.93,719.98,Alluvial Soil,Kharif,Jamnagar,High,Cotton
91,53,47,30.48,66.19,6.78,872.2,Alluvial Soil,Kharif,Junagadh,High,Cotton
31,55,25,23.61,44.23,5.51,177.59,Black Soil,Rabi,Rajkot,Low,Gram
26,56,38,20.71,44.66,5.87,162.57,Clay Soil,Rabi,Ahmedabad,Low,Gram
79,34,45,20.69,47.23,6.23,215.48,Black Soil,Rabi,Ahmedabad,Medium,Wheat
30,49,30,22.73,43.7,7.06,181.51,Black Soil,Rabi,Rajkot,Low,Gram
69,33,24,27.16,58.2,6.86,527.59,Loamy Soil,Kharif,Kutch,Low,Castor
118,55,45,30.1,66.31,6.91,757.89,Alluvial Soil,Kharif,Junagadh,High,Cotton
65,45,35,19.13,51.67,6.49,199.45,Sandy Soil,Rabi,Jamnagar,Low,Mustard
89,53,45,25.41,67.41,6.15,1028.58,Alluvial Soil,Kharif,Anand,High,Maize
35,33,25,27.86,42.96,6.84,378.09,Sandy Soil,Kharif,Bhavnagar,Low,Sesame
90,43,41,27.99,71.61,6.99,893.51,Alluvial Soil,Kharif,Banaskantha,High,Maize
49,29,29,35.24,35.43,6.64,234.97,Sandy Soil,Kharif,Jamnagar,Low,Bajra
32,54,31,23.6,39.94,6.36,199.46,Clay Soil,Rabi,Vadodara,Low,Gram
48,36,25,27.03,51.91,5.98,369.79,Alluvial Soil,Kharif,Kutch,Low,Castor
74,44,41,27.59,67.03,6.65,909.12,Red Soil,Kharif,Banaskantha,High,Maize
39,27,21,28.97,51.97,6.35,423.66,Alluvial Soil,Kharif,Amreli,Low,Sesame
28,27,25,26.15,33.29,6.31,121.24,Alluvial Soil,Rabi,Jamnagar,Low,Cumin
48,41,31,28.62,71.41,6.73,677.77,Black Soil,Kharif,Junagadh,Medium,Groundnut
39,41,32,31.23,56.84,7.12,437.9,Alluvial Soil,Kharif,Banaskantha,Low,Castor
92,38,52,32.98,64.06,6.53,834.4,Black Soil,Kharif,Vadodara,High,Cotton
46,53,36,23.78,42.99,6.72,183.68,Loamy Soil,Rabi,Ahmedabad,Low,Gram
73,40,31,18.35,53.51,6.67,148.64,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
29,46,34,29.55,72.95,5.83,602.03,Black Soil,Kharif,Junagadh,Medium,Groundnut
43,41,24,30.73,50.57,6.41,512.42,Loamy Soil,Kharif,Mehsana,Low,Castor
75,59,44,30.2,72.88,5.84,943.03,Red Soil,Kharif,Banaskantha,High,Maize
62,37,36,16.86,58.7,7.18,192.1,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
52,46,37,35.46,41.07,6.49,237.22,Loamy Soil,Kharif,Kutch,Low,Bajra
104,49,40,19.22,47.59,6.55,230.54,Loamy Soil,Rabi,Anand,Medium,Wheat
63,49,32,17.37,53.26,7.32,146.91,Alluvial Soil,Rabi,Mehsana,Low,Mustard
67,40,26,29.79,40.1,5.94,315.06,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
51,39,40,19.17,49.57,6.3,198.9,Sandy Soil,Rabi,Kutch,Low,Mustard
56,37,35,34.22,41.85,6.77,193.39,Loamy Soil,Kharif,Kutch,Low,Bajra
32,49,30,28.8,76.0,5.9,621.7,Loamy Soil,Kharif,Junagadh,Medium,Groundnut
70,51,37,33.61,67.59,6.73,901.4,Alluvial Soil,Kharif,Surat,High,Cotton
30,45,40,21.48,44.41,6.69,180.01,Clay Soil,Rabi,Ahmedabad,Low,Gram
45,47,40,28.06,73.94,5.77,608.75,Black Soil,Kharif,Amreli,Medium,Groundnut
39,49,37,28.55,70.09,5.53,562.16,Black Soil,Kharif,Bhavnagar,Medium,Groundnut
81,43,51,19.09,51.93,7.22,180.69,Alluvial Soil,Rabi,Banaskantha,Medium,Wheat
122,56,50,29.6,63.19,6.11,758.61,Black Soil,Kharif,Bhavnagar,Medium,Cotton
105,53,55,32.17,63.57,6.56,836.22,Alluvial Soil,Kharif,Bhavnagar,Medium,Cotton
89,54,46,26.73,68.62,6.19,851.83,Alluvial Soil,Kharif,Vadodara,High,Maize
59,35,32,19.16,53.72,6.09,146.86,Loamy Soil,Rabi,Banaskantha,Low,Mustard
93,53,42,26.57,64.09,7.15,870.19,Loamy Soil,Kharif,Banaskantha,High,Maize
44,44,33,21.49,44.79,7.06,177.69,Black Soil,Rabi,Vadodara,Low,Gram
51,47,36,32.95,44.04,6.87,301.4,Sandy Soil,Kharif,Kutch,Low,Bajra
42,54,33,22.68,40.23,6.61,131.07,Loamy Soil,Rabi,Vadodara,Low,Gram
34,56,29,29.37,74.61,6.66,616.47,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
42,51,31,27.46,73.83,5.61,638.16,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
74,51,53,30.81,63.71,6.41,606.7,Black Soil,Kharif,Vadodara,High,Cotton
33,28,27,30.84,52.88,6.24,360.54,Alluvial Soil,Kharif,Rajkot,Low,Sesame
56,32,34,38.32,37.85,6.96,282.94,Loamy Soil,Kharif,Banaskantha,Low,Bajra
113,53,55,30.19,63.52,6.36,792.36,Alluvial Soil,Kharif,Rajkot,Medium,Cotton
43,35,24,27.61,51.0,7.09,442.88,Loamy Soil,Kharif,Mehsana,Low,Castor
45,28,26,31.88,50.26,6.29,404.41,Loamy Soil,Kharif,Amreli,Low,Sesame
32,22,21,27.14,48.72,6.21,433.73,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
36,52,33,27.25,71.87,7.32,638.24,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
103,36,52,19.12,44.63,6.38,175.91,Loamy Soil,Rabi,Rajkot,Medium,Wheat
46,35,28,30.63,51.26,7.16,404.36,Sandy Soil,Kharif,Kutch,Low,Sesame
92,47,37,27.6,68.41,6.89,900.5,Loamy Soil,Kharif,Mehsana,High,Maize
55,38,32,20.2,46.91,6.11,187.54,Sandy Soil,Rabi,Banaskantha,Low,Mustard
39,35,21,21.38,33.4,5.44,114.81,Loamy Soil,Rabi,Banaskantha,Low,Cumin
33,25,29,32.32,53.82,6.93,370.53,Sandy Soil,Kharif,Amreli,Low,Sesame
69,44,30,19.49,58.12,6.75,141.72,Loamy Soil,Rabi,Banaskantha,Low,Mustard
45,52,35,23.04,40.1,6.6,167.28,Black Soil,Rabi,Ahmedabad,Low,Gram
91,40,46,25.84,71.2,5.54,820.09,Alluvial Soil,Kharif,Vadodara,High,Maize
79,42,48,17.8,43.57,6.53,143.45,Black Soil,Rabi,Anand,Medium,Wheat
60,33,34,35.89,40.82,6.74,279.39,Loamy Soil,Kharif,Banaskantha,Low,Bajra
34,27,26,23.03,36.98,5.31,123.41,Loamy Soil,Rabi,Jamnagar,Low,Cumin
39,45,40,22.9,41.12,6.33,202.89,Loamy Soil,Rabi,Vadodara,Low,Gram
32,61,27,21.74,43.18,6.58,160.98,Black Soil,Rabi,Vadodara,Low,Gram
33,29,19,26.99,50.38,5.63,336.45,Alluvial Soil,Kharif,Junagadh,Low,Sesame
67,46,32,19.6,53.08,6.7,143.11,Loamy Soil,Rabi,Mehsana,Low,Mustard
90,33,48,18.67,42.11,6.09,181.0,Black Soil,Rabi,Anand,Medium,Wheat
71,38,33,17.65,53.39,6.15,133.02,Sandy Soil,Rabi,Banaskantha,Low,Mustard
85,45,50,28.38,71.84,7.0,916.31,Red Soil,Kharif,Banaskantha,High,Maize
52,35,28,31.98,38.8,6.3,233.11,Sandy Soil,Kharif,Jamnagar,Low,Bajra
39,42,27,31.53,57.62,6.5,600.0,Alluvial Soil,Kharif,Kutch,Low,Castor
80,50,41,24.51,66.66,6.85,874.62,Alluvial Soil,Kharif,Mehsana,High,Maize
113,44,50,31.02,60.28,6.61,867.3,Alluvial Soil,Kharif,Amreli,Medium,Cotton
59,30,41,31.85,43.33,7.26,279.57,Sandy Soil,Kharif,Banaskantha,Low,Bajra
65,50,32,15.93,52.05,6.73,152.48,Loamy Soil,Rabi,Jamnagar,Low,Mustard
35,39,27,28.58,71.94,5.66,673.9,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
99,49,38,32.46,73.37,5.58,797.85,Alluvial Soil,Kharif,Rajkot,High,Cotton
35,44,30,29.61,71.31,6.1,747.13,Loamy Soil,Kharif,Rajkot,Medium,Groundnut
104,45,55,31.19,68.03,7.29,830.45,Black Soil,Kharif,Bhavnagar,High,Cotton
55,35,20,31.81,55.19,6.35,472.42,Sandy Soil,Kharif,Anand,Low,Castor
52,34,41,35.5,36.89,6.51,288.85,Loamy Soil,Kharif,Banaskantha,Low,Bajra
39,45,32,17.43,43.56,6.21,165.84,Loamy Soil,Rabi,Jamnagar,Low,Gram
103,60,45,27.94,73.61,6.21,862.01,Alluvial Soil,Kharif,Mehsana,High,Maize
94,52,50,18.24,49.08,6.17,216.81,Clay Soil,Rabi,Mehsana,Medium,Wheat
66,41,23,20.66,49.16,6.49,152.49,Sandy Soil,Rabi,Mehsana,Low,Mustard
25,40,27,23.29,36.49,6.58,111.27,Alluvial Soil,Rabi,Mehsana,Low,Cumin
99,55,44,33.63,62.08,7.36,683.49,Black Soil,Kharif,Bhavnagar,Medium,Cotton
54,29,31,16.15,54.7,5.91,180.42,Loamy Soil,Rabi,Jamnagar,Low,Mustard
39,25,28,28.92,52.09,6.76,382.77,Sandy Soil,Kharif,Amreli,Low,Sesame
48,54,33,25.9,71.73,6.69,653.74,Black Soil,Kharif,Rajkot,Medium,Groundnut
53,43,31,15.87,50.69,6.09,129.23,Sandy Soil,Rabi,Kutch,Low,Mustard
29,56,26,27.57,72.42,7.46,583.76,Sandy Soil,Kharif,Rajkot,Medium,Groundnut
32,28,22,29.78,49.85,5.81,404.4,Loamy Soil,Kharif,Junagadh,Low,Sesame
105,51,55,31.35,68.18,6.48,759.44,Black Soil,Kharif,Jamnagar,High,Cotton
74,51,47,27.5,71.06,6.48,949.27,Alluvial Soil,Kharif,Vadodara,High,Maize
38,48,39,24.53,40.11,6.92,209.7,Loamy Soil,Rabi,Jamnagar,Low,Gram
45,45,30,29.33,73.82,6.12,652.45,Sandy Soil,Kharif,Rajkot,Medium,Groundnut
26,46,30,28.42,73.96,7.14,574.64,Sandy Soil,Kharif,Junagadh,Medium,Groundnut
63,43,45,18.93,53.26,6.03,147.02,Sandy Soil,Rabi,Kutch,Low,Mustard
42,34,24,29.09,71.13,6.01,713.54,Black Soil,Kharif,Jamnagar,Medium,Groundnut
101,50,40,25.71,74.35,7.14,996.62,Red Soil,Kharif,Vadodara,High,Maize
64,44,28,16.59,53.22,7.47,190.05,Sandy Soil,Rabi,Jamnagar,Low,Mustard
115,56,42,31.93,64.47,6.67,896.73,Alluvial Soil,Kharif,Vadodara,Medium,Cotton
30,54,41,21.1,39.32,6.01,177.3,Clay Soil,Rabi,Ahmedabad,Low,Gram
108,46,55,32.42,67.29,7.23,725.89,Black Soil,Kharif,Surat,High,Cotton
29,26,31,31.15,51.27,5.66,379.24,Alluvial Soil,Kharif,Bhavnagar,Low,Sesame
45,38,30,24.74,32.68,7.36,95.41,Alluvial Soil,Rabi,Mehsana,Low,Cumin
53,35,32,36.5,36.81,5.83,300.1,Loamy Soil,Kharif,Jamnagar,Low,Bajra
34,26,31,22.77,36.85,7.28,83.3,Sandy Soil,Rabi,Rajkot,Low,Cumin
35,46,35,30.02,72.12,6.23,658.65,Black Soil,Kharif,Amreli,Medium,Groundnut
50,35,34,20.49,54.52,6.11,149.95,Loamy Soil,Rabi,Mehsana,Low,Mustard
50,47,31,32.24,46.74,6.94,305.2,Sandy Soil,Kharif,Banaskantha,Low,Bajra
100,63,53,34.19,66.3,7.08,751.74,Alluvial Soil,Kharif,Amreli,High,Cotton
37,44,36,21.09,43.4,6.32,119.81,Clay Soil,Rabi,Jamnagar,Low,Gram
31,34,23,24.3,35.05,6.62,152.48,Sandy Soil,Rabi,Jamnagar,Low,Cumin
89,49,43,19.92,45.21,7.02,209.69,Alluvial Soil,Rabi,Anand,Medium,Wheat
37,26,27,30.03,42.86,5.33,376.32,Alluvial Soil,Kharif,Kutch,Low,Sesame
35,46,41,24.02,41.86,6.14,164.1,Loamy Soil,Rabi,Jamnagar,Low,Gram
77,61,39,31.64,63.57,6.79,693.46,Alluvial Soil,Kharif,Vadodara,Medium,Cotton
97,47,64,30.57,63.57,6.71,840.01,Alluvial Soil,Kharif,Rajkot,High,Cotton
79,56,47,29.95,70.58,6.11,1038.45,Alluvial Soil,Kharif,Vadodara,High,Maize
112,48,55,32.28,64.47,7.75,729.62,Alluvial Soil,Kharif,Amreli,High,Cotton
91,46,38,19.62,50.81,5.6,227.55,Clay Soil,Rabi,Rajkot,Medium,Wheat
32,32,27,26.76,52.79,6.53,398.9,Loamy Soil,Kharif,Kutch,Low,Sesame
99,50,42,19.97,44.23,6.99,173.89,Clay Soil,Rabi,Ahmedabad,Medium,Wheat
49,32,31,29.01,56.41,7.09,433.04,Sandy Soil,Kharif,Banaskantha,Low,Castor
53,36,32,30.64,54.18,6.42,584.66,Sandy Soil,Kharif,Rajkot,Low,Castor
79,36,46,18.71,45.05,5.87,205.37,Clay Soil,Rabi,Rajkot,Medium,Wheat
69,34,35,20.29,50.24,7.34,153.94,Sandy Soil,Rabi,Jamnagar,Low,Mustard
28,46,27,21.13,40.73,6.11,205.96,Clay Soil,Rabi,Ahmedabad,Low,Gram
88,47,50,30.74,66.54,5.82,856.54,Alluvial Soil,Kharif,Junagadh,High,Cotton
29,46,39,23.32,38.95,7.2,153.48,Clay Soil,Rabi,Rajkot,Low,Gram
37,37,37,27.92,72.02,6.95,671.12,Sandy Soil,Kharif,Rajkot,Medium,Groundnut
29,46,31,30.24,74.82,6.18,668.64,Sandy Soil,Kharif,Rajkot,Medium,Groundnut
75,38,44,33.46,59.78,5.0,838.08,Black Soil,Kharif,Vadodara,Medium,Cotton
93,43,40,26.13,71.18,6.89,801.32,Red Soil,Kharif,Ahmedabad,High,Maize
53,35,24,31.21,44.29,5.97,327.42,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
47,44,33,27.67,73.92,6.16,699.69,Loamy Soil,Kharif,Junagadh,Medium,Groundnut
53,36,25,29.54,53.13,5.84,376.86,Alluvial Soil,Kharif,Banaskantha,Low,Castor
40,40,30,27.71,71.92,7.43,668.91,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
36,38,32,26.91,69.86,6.14,774.27,Black Soil,Kharif,Amreli,Medium,Groundnut
86,47,37,24.79,66.08,6.4,908.07,Loamy Soil,Kharif,Vadodara,High,Maize
54,35,16,31.38,64.98,6.41,409.47,Alluvial Soil,Kharif,Banaskantha,Low,Castor
27,26,23,30.6,52.38,6.55,426.73,Loamy Soil,Kharif,Rajkot,Low,Sesame
91,60,51,31.41,63.4,6.65,830.88,Alluvial Soil,Kharif,Surat,High,Cotton
37,43,32,26.48,70.58,5.61,603.85,Sandy Soil,Kharif,Jamnagar,Medium,Groundnut
84,48,39,25.09,69.64,6.28,823.91,Alluvial Soil,Kharif,Banaskantha,High,Maize
30,27,30,22.19,34.07,5.6,87.5,Loamy Soil,Rabi,Kutch,Low,Cumin
32,31,27,25.36,37.01,5.77,118.46,Sandy Soil,Rabi,Kutch,Low,Cumin
51,36,27,30.56,47.13,6.55,282.26,Sandy Soil,Kharif,Mehsana,Low,Bajra
39,26,27,29.09,57.97,6.81,383.85,Loamy Soil,Kharif,Junagadh,Low,Sesame
51,33,33,27.54,56.42,6.38,526.46,Loamy Soil,Kharif,Rajkot,Low,Castor
50,50,34,30.54,70.06,7.44,601.74,Loamy Soil,Kharif,Amreli,Medium,Groundnut
78,50,43,27.34,76.05,6.54,915.82,Red Soil,Kharif,Vadodara,High,Maize
60,43,35,18.58,52.67,7.25,139.57,Sandy Soil,Rabi,Jamnagar,Low,Mustard
86,40,39,17.9,49.15,6.13,165.57,Alluvial Soil,Rabi,Banaskantha,Medium,Wheat
36,49,40,19.8,44.16,7.16,141.27,Black Soil,Rabi,Vadodara,Low,Gram
40,29,27,27.86,52.45,6.38,375.76,Alluvial Soil,Kharif,Kutch,Low,Sesame
56,46,36,19.08,51.53,6.27,180.41,Alluvial Soil,Rabi,Banaskantha,Low,Mustard
63,31,31,35.03,40.34,6.69,240.9,Sandy Soil,Kharif,Mehsana,Low,Bajra
43,43,23,30.64,60.2,5.9,479.75,Loamy Soil,Kharif,Banaskantha,Low,Castor
53,29,27,30.82,42.56,7.1,184.92,Loamy Soil,Kharif,Mehsana,Low,Bajra
56,34,33,37.02,42.41,6.26,216.52,Loamy Soil,Kharif,Kutch,Low,Bajra
37,33,33,25.14,35.86,5.3,129.55,Alluvial Soil,Rabi,Banaskantha,Low,Cumin
53,38,35,29.01,52.71,5.57,483.08,Loamy Soil,Kharif,Banaskantha,Low,Castor
93,53,45,26.89,68.64,6.64,954.76,Loamy Soil,Kharif,Mehsana,High,Maize
33,42,28,26.9,69.28,6.05,720.97,Loamy Soil,Kharif,Amreli,Medium,Groundnut
59,39,34,16.85,51.87,6.77,121.21,Alluvial Soil,Rabi,Mehsana,Low,Mustard
65,53,32,18.7,53.49,7.25,161.74,Alluvial Soil,Rabi,Kutch,Low,Mustard
34,29,21,20.88,37.23,6.22,83.04,Sandy Soil,Rabi,Mehsana,Low,Cumin
93,52,43,20.23,49.48,7.67,204.83,Loamy Soil,Rabi,Banaskantha,Medium,Wheat
57,36,40,33.24,39.39,6.62,315.18,Sandy Soil,Kharif,Mehsana,Low,Bajra
66,39,34,18.68,52.04,7.33,178.16,Loamy Soil,Rabi,Jamnagar,Low,Mustard
33,29,23,28.88,52.67,6.5,410.24,Sandy Soil,Kharif,Amreli,Low,Sesame
44,44,29,26.77,76.46,6.98,747.18,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
53,34,27,25.07,52.62,6.97,498.49,Alluvial Soil,Kharif,Anand,Low,Castor
99,47,35,19.92,45.57,7.05,151.82,Alluvial Soil,Rabi,Anand,Medium,Wheat
35,41,31,26.02,72.72,7.12,656.77,Loamy Soil,Kharif,Bhavnagar,Medium,Groundnut
41,22,19,28.89,47.99,6.31,342.64,Alluvial Soil,Kharif,Kutch,Low,Sesame
107,49,52,30.36,69.84,6.51,760.24,Alluvial Soil,Kharif,Surat,High,Cotton
101,44,43,32.43,59.69,6.72,798.69,Alluvial Soil,Kharif,Amreli,High,Cotton
54,27,27,34.27,39.57,6.6,273.12,Sandy Soil,Kharif,Ahmedabad,Low,Bajra
101,63,41,31.1,66.71,6.59,823.38,Alluvial Soil,Kharif,Rajkot,Medium,Cotton
59,43,23,29.04,53.27,6.26,430.08,Sandy Soil,Kharif,Rajkot,Low,Castor
63,38,31,19.35,55.04,6.63,152.44,Alluvial Soil,Rabi,Ahmedabad,Low,Mustard
88,45,41,17.51,48.66,6.32,219.16,Clay Soil,Rabi,Anand,Medium,Wheat
58,35,35,17.68,54.54,6.53,135.54,Sandy Soil,Rabi,Ahmedabad,Low,Mustard
45,37,33,31.08,51.58,6.28,466.67,Loamy Soil,Kharif,Mehsana,Low,Castor
98,49,43,17.24,48.12,6.04,150.34,Clay Soil,Rabi,Mehsana,Medium,Wheat
44,34,30,35.92,41.18,5.64,326.64,Sandy Soil,Kharif,Jamnagar,Low,Bajra
37,30,28,30.14,46.53,6.32,364.74,Sandy Soil,Kharif,Kutch,Low,Sesame
32,20,31,25.24,31.25,5.66,143.77,Alluvial Soil,Rabi,Mehsana,Low,Cumin
40,26,25,32.38,47.46,5.26,438.44,Loamy Soil,Kharif,Junagadh,Low,Sesame
53,34,27,31.06,34.23,6.83,224.78,Loamy Soil,Kharif,Mehsana,Low,Bajra
64,40,32,17.99,51.96,6.92,182.91,Loamy Soil,Rabi,Mehsana,Low,Mustard
30,50,44,24.95,44.51,6.98,235.83,Black Soil,Rabi,Junagadh,Low,Gram
42,31,29,31.21,51.61,6.12,423.34,Alluvial Soil,Kharif,Mehsana,Low,Castor
37,22,21,28.56,54.4,6.69,419.08,Alluvial Soil,Kharif,Junagadh,Low,Sesame
41,42,30,23.46,44.22,5.31,166.42,Black Soil,Rabi,Vadodara,Low,Gram
38,43,48,20.44,35.78,6.46,146.29,Loamy Soil,Rabi,Rajkot,Low,Gram
46,33,32,32.64,38.13,6.92,294.57,Loamy Soil,Kharif,Mehsana,Low,Bajra
36,56,29,21.41,45.0,6.77,117.46,Black Soil,Rabi,Jamnagar,Low,Gram
46,33,30,35.1,38.87,5.14,400.0,Loamy Soil,Kharif,Mehsana,Low,Bajra
88,54,42,32.74,64.89,5.7,828.05,Black Soil,Kharif,Bhavnagar,High,Cotton
37,47,28,26.57,69.69,7.52,676.52,Sandy Soil,Kharif,Bhavnagar,Medium,Groundnut
83,40,50,19.26,48.8,6.71,221.26,Loamy Soil,Rabi,Anand,Medium,Wheat
34,28,21,30.21,50.1,6.56,403.94,Sandy Soil,Kharif,Junagadh,Low,Sesame
92,49,42,27.45,74.56,7.03,946.23,Loamy Soil,Kharif,Vadodara,High,Maize
77,48,34,28.47,73.86,6.92,792.98,Loamy Soil,Kharif,Banaskantha,High,Maize
37,37,36,28.19,70.43,6.3,733.91,Loamy Soil,Kharif,Amreli,Medium,Groundnut
89,56,40,32.89,66.54,5.64,754.83,Black Soil,Kharif,Junagadh,High,Cotton
100,40,38,19.53,49.57,6.58,209.64,Alluvial Soil,Rabi,Banaskantha,Medium,Wheat
75,42,43,26.52,79.68,6.73,903.88,Red Soil,Kharif,Anand,High,Maize
62,38,36,22.5,53.01,7.14,198.76,Loamy Soil,Rabi,Kutch,Low,Mustard
55,33,30,35.79,42.47,7.52,300.44,Loamy Soil,Kharif,Ahmedabad,Low,Bajra
82,49,41,19.82,47.79,6.87,230.03,Alluvial Soil,Rabi,Anand,Medium,Wheat
36,26,31,23.13,31.85,6.29,112.15,Sandy Soil,Rabi,Jamnagar,Low,Cumin
34,27,20,33.07,51.23,7.43,388.36,Loamy Soil,Kharif,Kutch,Low,Sesame
56,42,31,35.25,40.2,6.45,265.28,Sandy Soil,Kharif,Mehsana,Low,Bajra
86,47,55,33.36,63.79,6.93,822.75,Alluvial Soil,Kharif,Rajkot,Medium,Cotton
70,48,37,16.34,49.48,6.58,142.17,Loamy Soil,Rabi,Ahmedabad,Low,Mustard
